support_case_id,support_case_created_ts_utc,support_case_created_date_utc,support_case_language,support_case_vertical,is_support_case_escalated_to_agent,support_case_state,support_case_city_id,support_case_order_id,support_case_user_persona
385792155,2024-06-01T17:36:43Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385429844,2024-06-01T02:40:17Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,1738382415,persona_11
385607132,2024-06-01T12:07:04Z,2024-06-01,en,vertical_4,TRUE,closed,492,null,persona_6
385711056,2024-06-01T15:19:58Z,2024-06-01,fi,vertical_5,FALSE,draft,10,null,persona_11
385660610,2024-06-01T13:48:31Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385789645,2024-06-01T17:32:36Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,271,null,persona_11
385408304,2024-06-01T00:39:16Z,2024-06-01,pl-pl,vertical_5,FALSE,draft,351,null,persona_11
385453998,2024-06-01T05:05:15Z,2024-06-01,es,vertical_4,TRUE,closed,862,555957646,persona_6
385523915,2024-06-01T09:03:54Z,2024-06-01,uk,vertical_4,FALSE,closed,501,null,persona_6
385869925,2024-06-01T19:48:34Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,325,null,persona_11
385851672,2024-06-01T19:17:19Z,2024-06-01,az,vertical_4,TRUE,closed,335,1742888506,persona_13
385851734,2024-06-01T19:17:26Z,2024-06-01,en-US,vertical_5,FALSE,draft,804,null,persona_11
385446361,2024-06-01T04:24:05Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385607788,2024-06-01T12:08:18Z,2024-06-01,en-GB,vertical_5,FALSE,draft,55,null,persona_11
385960831,2024-06-01T23:35:07Z,2024-06-01,ka-GE,vertical_5,FALSE,draft,307,null,persona_11
385677899,2024-06-01T14:20:04Z,2024-06-01,th-th,vertical_5,FALSE,draft,1004,null,persona_11
385418837,2024-06-01T01:34:46Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385719220,2024-06-01T15:34:22Z,2024-06-01,uk-UA,vertical_5,FALSE,draft,990,null,persona_11
385901084,2024-06-01T20:48:13Z,2024-06-01,en-us,vertical_5,FALSE,draft,407,null,persona_11
385896218,2024-06-01T20:37:56Z,2024-06-01,en-US,vertical_5,FALSE,draft,137,null,persona_11
385865431,2024-06-01T19:40:54Z,2024-06-01,en-GB,vertical_5,FALSE,draft,335,null,persona_11
385416325,2024-06-01T01:20:17Z,2024-06-01,en-GB,vertical_5,FALSE,draft,25,null,persona_11
385915814,2024-06-01T21:21:56Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,27,null,persona_11
385839094,2024-06-01T18:56:07Z,2024-06-01,fr,vertical_5,FALSE,draft,18,1177375698,persona_11
385948260,2024-06-01T22:52:43Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385684454,2024-06-01T14:31:57Z,2024-06-01,en-US,vertical_5,FALSE,draft,137,null,persona_11
385439170,2024-06-01T03:39:47Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,335,null,persona_11
385656199,2024-06-01T13:40:25Z,2024-06-01,pl-pl,vertical_5,FALSE,duplicate,465,null,persona_11
385826941,2024-06-01T18:35:57Z,2024-06-01,lt-LT,vertical_5,FALSE,draft,251,null,persona_11
385591569,2024-06-01T11:35:27Z,2024-06-01,en-gb,vertical_5,FALSE,draft,25,null,persona_11
385833168,2024-06-01T18:46:34Z,2024-06-01,ro,vertical_5,FALSE,draft,325,162543680,persona_11
385556950,2024-06-01T10:23:26Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385875163,2024-06-01T19:57:37Z,2024-06-01,uk,vertical_4,FALSE,closed,158,1076524935,persona_13
385444960,2024-06-01T04:16:03Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385550986,2024-06-01T10:10:13Z,2024-06-01,en-US,vertical_5,FALSE,draft,3,null,persona_11
385543595,2024-06-01T09:52:46Z,2024-06-01,uk,vertical_5,FALSE,draft,158,null,persona_11
385500327,2024-06-01T07:59:13Z,2024-06-01,ro,vertical_4,FALSE,closed,325,1610384306,persona_13
385624926,2024-06-01T12:41:10Z,2024-06-01,en-us,vertical_5,FALSE,draft,667,null,persona_11
385740971,2024-06-01T16:11:24Z,2024-06-01,tr,vertical_4,FALSE,closed,335,1741925679,persona_6
385605982,2024-06-01T12:04:46Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385764760,2024-06-01T16:50:52Z,2024-06-01,en,vertical_5,FALSE,draft,243,null,persona_11
385738884,2024-06-01T16:07:51Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,1205,null,persona_11
385490138,2024-06-01T07:28:42Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,1059,1610343816,persona_11
385955734,2024-06-01T23:17:06Z,2024-06-01,en-US,vertical_5,FALSE,draft,462,null,persona_11
385675449,2024-06-01T14:15:33Z,2024-06-01,en-US,vertical_5,FALSE,draft,442,null,persona_11
385918453,2024-06-01T21:28:32Z,2024-06-01,ar-SA,vertical_5,FALSE,draft,371,null,persona_11
385966985,2024-06-01T23:58:13Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,175791213,persona_11
385563428,2024-06-01T10:37:23Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385433680,2024-06-01T03:04:47Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385839924,2024-06-01T18:57:32Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385698785,2024-06-01T14:57:45Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385601331,2024-06-01T11:55:26Z,2024-06-01,en-us,vertical_5,FALSE,draft,343,null,persona_11
385628199,2024-06-01T12:47:35Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385467121,2024-06-01T06:05:18Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385955748,2024-06-01T23:17:09Z,2024-06-01,lv-lv,vertical_5,FALSE,draft,3,1611392029,persona_11
385824308,2024-06-01T18:31:38Z,2024-06-01,en,vertical_4,FALSE,closed,25,514864070,persona_13
385921048,2024-06-01T21:35:24Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,159,null,persona_11
385730135,2024-06-01T15:53:21Z,2024-06-01,lt-LT,vertical_5,FALSE,draft,13,null,persona_11
385515662,2024-06-01T08:41:48Z,2024-06-01,th,vertical_5,FALSE,draft,1004,1742001607,persona_11
385724487,2024-06-01T15:43:22Z,2024-06-01,el-GR,vertical_5,FALSE,draft,442,null,persona_11
385500274,2024-06-01T07:59:03Z,2024-06-01,et-EE,vertical_5,FALSE,draft,1,null,persona_11
385442246,2024-06-01T03:59:46Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,158,null,persona_11
385621723,2024-06-01T12:34:55Z,2024-06-01,en-us,vertical_5,FALSE,draft,448,null,persona_11
385615178,2024-06-01T12:22:27Z,2024-06-01,en,vertical_5,FALSE,draft,454,null,persona_11
385661182,2024-06-01T13:49:36Z,2024-06-01,de,vertical_5,FALSE,draft,329,null,persona_11
385436464,2024-06-01T03:22:40Z,2024-06-01,pl-pl,vertical_5,FALSE,draft,352,null,persona_11
385578672,2024-06-01T11:09:18Z,2024-06-01,tr,vertical_5,FALSE,draft,335,null,persona_11
385462483,2024-06-01T05:45:16Z,2024-06-01,az,vertical_4,TRUE,closed,335,1741876654,persona_13
385894878,2024-06-01T20:35:11Z,2024-06-01,en-US,vertical_5,FALSE,draft,137,null,persona_11
385921013,2024-06-01T21:35:19Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385518259,2024-06-01T08:48:59Z,2024-06-01,pt-pt,vertical_5,FALSE,draft,437,null,persona_11
385624809,2024-06-01T12:40:56Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385889956,2024-06-01T20:25:11Z,2024-06-01,en-US,vertical_5,FALSE,draft,386,null,persona_11
385661784,2024-06-01T13:50:40Z,2024-06-01,en-US,vertical_5,FALSE,draft,9,null,persona_11
385744321,2024-06-01T16:16:48Z,2024-06-01,et-EE,vertical_5,FALSE,draft,28,null,persona_11
385594945,2024-06-01T11:42:31Z,2024-06-01,en,vertical_4,TRUE,closed,717,1177429971,persona_13
385729893,2024-06-01T15:52:54Z,2024-06-01,ro,vertical_5,FALSE,draft,325,null,persona_11
385408908,2024-06-01T00:42:17Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385591718,2024-06-01T11:35:45Z,2024-06-01,en,vertical_5,FALSE,draft,386,null,persona_11
385752433,2024-06-01T16:30:07Z,2024-06-01,en-US,vertical_5,FALSE,draft,137,75946202,persona_11
385772892,2024-06-01T17:04:21Z,2024-06-01,pl-PL,vertical_5,FALSE,draft,307,null,persona_11
385491320,2024-06-01T07:32:43Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,1054,null,persona_11
385563350,2024-06-01T10:37:12Z,2024-06-01,cs-cz,vertical_5,FALSE,draft,456,null,persona_11
385539066,2024-06-01T09:41:25Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385619815,2024-06-01T12:31:19Z,2024-06-01,de,vertical_3,TRUE,closed,714,121948878,persona_13
385881691,2024-06-01T20:09:28Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385538564,2024-06-01T09:40:12Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385768917,2024-06-01T16:57:48Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,335,null,persona_11
385567527,2024-06-01T10:46:24Z,2024-06-01,fr,vertical_4,TRUE,closed,398,1177412418,persona_6
385965145,2024-06-01T23:51:21Z,2024-06-01,en-us,vertical_5,FALSE,draft,475,null,persona_11
385550945,2024-06-01T10:10:06Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,1076,null,persona_11
385497249,2024-06-01T07:50:05Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,325,null,persona_11
385902263,2024-06-01T20:50:49Z,2024-06-01,pl,vertical_4,FALSE,closed,352,1611185147,persona_6
385644708,2024-06-01T13:18:54Z,2024-06-01,en-US,vertical_5,FALSE,draft,325,null,persona_11
385854727,2024-06-01T19:22:41Z,2024-06-01,ru,vertical_4,FALSE,closed,158,1076507302,persona_6
385450297,2024-06-01T04:45:52Z,2024-06-01,en-gb,vertical_5,FALSE,draft,320,null,persona_11
385688628,2024-06-01T14:39:23Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,464,null,persona_11
385909194,2024-06-01T21:06:04Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,158,null,persona_11
385842478,2024-06-01T19:01:43Z,2024-06-01,az-AZ,vertical_5,FALSE,draft,335,null,persona_11
385485544,2024-06-01T07:13:58Z,2024-06-01,ru,vertical_4,FALSE,closed,307,1610353922,persona_6
385592932,2024-06-01T11:38:18Z,2024-06-01,en,vertical_4,TRUE,closed,15,1742267656,persona_13
385827908,2024-06-01T18:37:41Z,2024-06-01,pl,vertical_5,FALSE,draft,159,null,persona_11
385756361,2024-06-01T16:36:32Z,2024-06-01,en-US,vertical_5,FALSE,draft,324,null,persona_11
385546577,2024-06-01T09:59:39Z,2024-06-01,en-gb,vertical_5,FALSE,draft,320,null,persona_11
385875376,2024-06-01T19:58:01Z,2024-06-01,en-US,vertical_5,FALSE,draft,324,null,persona_11
385601348,2024-06-01T11:55:28Z,2024-06-01,en,vertical_5,FALSE,draft,55,null,persona_11
385608926,2024-06-01T12:10:26Z,2024-06-01,es,vertical_4,TRUE,closed,1013,556023043,persona_6
385799090,2024-06-01T17:48:29Z,2024-06-01,fi,vertical_4,TRUE,closed,10,null,persona_6
385554000,2024-06-01T10:16:58Z,2024-06-01,hr,vertical_5,FALSE,draft,334,null,persona_11
385860108,2024-06-01T19:31:56Z,2024-06-01,en-US,vertical_5,FALSE,draft,13,null,persona_11
385546975,2024-06-01T10:00:33Z,2024-06-01,uk-ua,vertical_5,FALSE,draft,496,null,persona_11
385903402,2024-06-01T20:53:15Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,325,1611195693,persona_11
385500506,2024-06-01T07:59:43Z,2024-06-01,en-us,vertical_5,FALSE,draft,320,null,persona_11
385937181,2024-06-01T22:18:58Z,2024-06-01,en,vertical_5,FALSE,draft,136,null,persona_11
385843502,2024-06-01T19:03:27Z,2024-06-01,sk-sk,vertical_5,FALSE,draft,326,1611053258,persona_11
385832575,2024-06-01T18:45:32Z,2024-06-01,az,vertical_5,FALSE,draft,335,null,persona_11
385521421,2024-06-01T08:57:27Z,2024-06-01,ro-RO,vertical_5,FALSE,draft,462,null,persona_11
385531648,2024-06-01T09:22:55Z,2024-06-01,en,vertical_2,TRUE,closed,307,null,persona_3
385947941,2024-06-01T22:51:35Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385435566,2024-06-01T03:16:57Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385549235,2024-06-01T10:05:51Z,2024-06-01,en-us,vertical_5,FALSE,draft,242,null,persona_11
385481460,2024-06-01T07:00:33Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,158,null,persona_11
385608582,2024-06-01T12:09:49Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385685413,2024-06-01T14:33:40Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385949222,2024-06-01T22:55:59Z,2024-06-01,nl,vertical_5,FALSE,draft,79,null,persona_11
385586431,2024-06-01T11:24:56Z,2024-06-01,ru,vertical_5,FALSE,draft,271,null,persona_11
385543618,2024-06-01T09:52:48Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,1583,1741966513,persona_11
385489756,2024-06-01T07:27:24Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385727464,2024-06-01T15:48:34Z,2024-06-01,uk,vertical_4,FALSE,closed,500,1076424712,persona_6
385628369,2024-06-01T12:47:57Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385756264,2024-06-01T16:36:22Z,2024-06-01,en-gb,vertical_5,FALSE,draft,320,null,persona_11
385695296,2024-06-01T14:51:27Z,2024-06-01,es-419,vertical_5,FALSE,draft,1013,null,persona_11
385470275,2024-06-01T06:17:56Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385612992,2024-06-01T12:18:16Z,2024-06-01,en-US,vertical_5,FALSE,draft,1,null,persona_11
385650353,2024-06-01T13:29:17Z,2024-06-01,en,vertical_4,TRUE,closed,437,1177472602,persona_13
385428866,2024-06-01T02:34:00Z,2024-06-01,uk,vertical_2,TRUE,closed,158,175749661,persona_8
385698337,2024-06-01T14:56:55Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385881826,2024-06-01T20:09:44Z,2024-06-01,tr,vertical_5,FALSE,draft,335,null,persona_11
385436310,2024-06-01T03:21:33Z,2024-06-01,ro,vertical_4,FALSE,closed,1205,1610205929,persona_6
385631946,2024-06-01T12:54:45Z,2024-06-01,en-GB,vertical_5,FALSE,draft,307,null,persona_11
385518601,2024-06-01T08:49:52Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385690724,2024-06-01T14:43:07Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385870652,2024-06-01T19:49:47Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,839,null,persona_11
385573205,2024-06-01T10:58:22Z,2024-06-01,ru,vertical_5,FALSE,draft,307,null,persona_11
385651138,2024-06-01T13:30:49Z,2024-06-01,es-es,vertical_5,FALSE,draft,862,null,persona_11
385877249,2024-06-01T20:01:14Z,2024-06-01,az-az,vertical_5,FALSE,draft,null,null,persona_11
385644633,2024-06-01T13:18:45Z,2024-06-01,hr,vertical_5,FALSE,draft,334,null,persona_11
385517730,2024-06-01T08:47:30Z,2024-06-01,en-us,vertical_5,FALSE,draft,242,null,persona_11
385429698,2024-06-01T02:39:17Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,271,null,persona_11
385584881,2024-06-01T11:21:37Z,2024-06-01,en-us,vertical_5,FALSE,draft,320,null,persona_11
385504179,2024-06-01T08:10:37Z,2024-06-01,uk,vertical_5,FALSE,draft,158,null,persona_11
385554041,2024-06-01T10:17:03Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385409182,2024-06-01T00:43:30Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,463,1610167063,persona_11
385871422,2024-06-01T19:51:08Z,2024-06-01,en,vertical_5,FALSE,draft,271,null,persona_11
385403917,2024-06-01T00:17:30Z,2024-06-01,es-es,vertical_5,FALSE,draft,862,null,persona_11
385719709,2024-06-01T15:35:07Z,2024-06-01,ru-RU,vertical_5,FALSE,draft,499,null,persona_11
385855929,2024-06-01T19:24:43Z,2024-06-01,en,vertical_4,TRUE,closed,25,null,persona_6
385492953,2024-06-01T07:37:33Z,2024-06-01,en-GB,vertical_5,FALSE,draft,574,null,persona_11
385967220,2024-06-01T23:59:11Z,2024-06-01,en,vertical_3,TRUE,closed,329,122030875,persona_13
385935061,2024-06-01T22:12:48Z,2024-06-01,az,vertical_5,FALSE,draft,335,null,persona_11
385422681,2024-06-01T01:57:01Z,2024-06-01,en,vertical_4,FALSE,closed,25,514773943,persona_13
385943409,2024-06-01T22:37:19Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,1349,1611354412,persona_11
385411944,2024-06-01T00:57:38Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385813088,2024-06-01T18:12:10Z,2024-06-01,id,vertical_4,TRUE,closed,402,1541607086,persona_6
385425302,2024-06-01T02:12:23Z,2024-06-01,tr-tr,vertical_5,FALSE,draft,271,null,persona_11
385805923,2024-06-01T17:59:44Z,2024-06-01,en,vertical_2,TRUE,closed,15,175916665,persona_3
385542159,2024-06-01T09:49:18Z,2024-06-01,en-us,vertical_5,FALSE,draft,55,null,persona_11
385484124,2024-06-01T07:09:27Z,2024-06-01,th,vertical_5,FALSE,draft,881,null,persona_11
385873224,2024-06-01T19:54:12Z,2024-06-01,ro-ro,vertical_5,FALSE,draft,325,null,persona_11
385743630,2024-06-01T16:15:41Z,2024-06-01,en,vertical_5,FALSE,draft,54,null,persona_11
385922352,2024-06-01T21:38:49Z,2024-06-01,en,vertical_4,FALSE,closed,211,1611254970,persona_13
385883830,2024-06-01T20:13:24Z,2024-06-01,es-es,vertical_5,FALSE,draft,862,null,persona_11
385960538,2024-06-01T23:34:06Z,2024-06-01,en-gb,vertical_5,FALSE,draft,375,null,persona_11
385553708,2024-06-01T10:16:19Z,2024-06-01,en-GB,vertical_5,FALSE,draft,320,null,persona_11
385729836,2024-06-01T15:52:47Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,814,null,persona_11
385804498,2024-06-01T17:57:21Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385551819,2024-06-01T10:12:10Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385800504,2024-06-01T17:50:53Z,2024-06-01,en-us,vertical_5,FALSE,draft,114,null,persona_11
385947434,2024-06-01T22:50:04Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,1741718724,persona_11
385522503,2024-06-01T09:00:19Z,2024-06-01,ru,vertical_5,FALSE,draft,9,null,persona_11
385580889,2024-06-01T11:13:41Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385409973,2024-06-01T00:47:50Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385891928,2024-06-01T20:29:10Z,2024-06-01,en,vertical_4,TRUE,closed,407,null,persona_6
385847559,2024-06-01T19:10:18Z,2024-06-01,es-419,vertical_5,FALSE,draft,862,null,persona_11
385714090,2024-06-01T15:25:22Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385746157,2024-06-01T16:19:52Z,2024-06-01,ru,vertical_5,FALSE,draft,498,null,persona_11
385746109,2024-06-01T16:19:47Z,2024-06-01,uk-UA,vertical_5,FALSE,draft,158,null,persona_11
385594441,2024-06-01T11:41:27Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385457419,2024-06-01T05:21:55Z,2024-06-01,tr,vertical_5,FALSE,draft,335,null,persona_11
385588144,2024-06-01T11:28:24Z,2024-06-01,en-us,vertical_5,FALSE,draft,54,null,persona_11
385493297,2024-06-01T07:38:38Z,2024-06-01,en,vertical_4,FALSE,closed,881,null,persona_13
385400801,2024-06-01T00:03:18Z,2024-06-01,cs,vertical_5,FALSE,draft,271,null,persona_11
385887911,2024-06-01T20:21:20Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,null,persona_11
385819902,2024-06-01T18:23:56Z,2024-06-01,en-us,vertical_5,FALSE,draft,531,null,persona_11
385535527,2024-06-01T09:32:22Z,2024-06-01,tr,vertical_4,FALSE,closed,335,1741214511,persona_6
385734908,2024-06-01T16:01:19Z,2024-06-01,fr,vertical_5,FALSE,draft,18,1177143111,persona_11
385930359,2024-06-01T21:59:35Z,2024-06-01,tr-tr,vertical_5,FALSE,draft,335,null,persona_11
385446859,2024-06-01T04:27:03Z,2024-06-01,sk-sk,vertical_5,FALSE,draft,326,null,persona_11
385653691,2024-06-01T13:35:39Z,2024-06-01,en-US,vertical_5,FALSE,draft,463,null,persona_11
385819252,2024-06-01T18:22:46Z,2024-06-01,en-US,vertical_5,FALSE,draft,158,null,persona_11
385884067,2024-06-01T20:13:53Z,2024-06-01,ar,vertical_4,TRUE,closed,1600,1741376469,persona_6
385672084,2024-06-01T14:09:20Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,638,null,persona_11
385956042,2024-06-01T23:18:06Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,null,persona_11
385503941,2024-06-01T08:09:56Z,2024-06-01,en,vertical_5,FALSE,draft,55,null,persona_11
385585730,2024-06-01T11:23:28Z,2024-06-01,en-us,vertical_5,FALSE,draft,324,null,persona_11
385852282,2024-06-01T19:18:22Z,2024-06-01,en,vertical_4,TRUE,closed,136,null,persona_6
385710398,2024-06-01T15:18:47Z,2024-06-01,en,vertical_4,TRUE,closed,25,null,persona_6
385457784,2024-06-01T05:23:43Z,2024-06-01,en-us,vertical_5,FALSE,draft,242,null,persona_11
385738025,2024-06-01T16:06:27Z,2024-06-01,ro-RO,vertical_5,FALSE,draft,325,null,persona_11
385932728,2024-06-01T22:06:12Z,2024-06-01,ru,vertical_4,FALSE,closed,335,1742552069,persona_6
385655100,2024-06-01T13:38:15Z,2024-06-01,en,vertical_4,TRUE,closed,667,null,persona_6
385902097,2024-06-01T20:50:29Z,2024-06-01,en-GB,vertical_5,FALSE,draft,1064,null,persona_11
385481677,2024-06-01T07:01:17Z,2024-06-01,pl,vertical_4,TRUE,closed,467,1609619678,persona_13
385597745,2024-06-01T11:48:11Z,2024-06-01,ru,vertical_4,TRUE,closed,498,1076362569,persona_6
385760077,2024-06-01T16:42:53Z,2024-06-01,en-GB,vertical_5,FALSE,draft,402,null,persona_11
385704535,2024-06-01T15:08:08Z,2024-06-01,et-EE,vertical_5,FALSE,draft,2,null,persona_11
385558952,2024-06-01T10:27:39Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385928530,2024-06-01T21:54:40Z,2024-06-01,en-US,vertical_5,FALSE,draft,386,null,persona_11
385446974,2024-06-01T04:27:51Z,2024-06-01,lt,vertical_5,FALSE,draft,9,null,persona_11
385718768,2024-06-01T15:33:37Z,2024-06-01,en-US,vertical_5,FALSE,draft,211,null,persona_11
385829364,2024-06-01T18:40:07Z,2024-06-01,es-es,vertical_5,FALSE,draft,862,null,persona_11
385554785,2024-06-01T10:18:47Z,2024-06-01,en,vertical_5,FALSE,draft,1,null,persona_11
385722072,2024-06-01T15:39:08Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,1600,1736682531,persona_11
385711365,2024-06-01T15:20:32Z,2024-06-01,az-az,vertical_5,FALSE,draft,335,null,persona_11
385963972,2024-06-01T23:46:45Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,15,null,persona_11
385457076,2024-06-01T05:20:20Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385788529,2024-06-01T17:30:38Z,2024-06-01,en-us,vertical_5,FALSE,draft,343,null,persona_11
385752389,2024-06-01T16:30:03Z,2024-06-01,en-US,vertical_5,FALSE,draft,320,null,persona_11
385873328,2024-06-01T19:54:23Z,2024-06-01,ru-ru,vertical_5,FALSE,draft,159,null,persona_11
385608066,2024-06-01T12:08:50Z,2024-06-01,th,vertical_4,TRUE,closed,1003,null,persona_6
385938624,2024-06-01T22:23:13Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,814,null,persona_11
385917716,2024-06-01T21:26:39Z,2024-06-01,en-US,vertical_5,FALSE,draft,386,null,persona_11
385741735,2024-06-01T16:12:40Z,2024-06-01,pl,vertical_5,FALSE,draft,307,null,persona_11
385891601,2024-06-01T20:28:31Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,371,null,persona_11
385518751,2024-06-01T08:50:22Z,2024-06-01,en,vertical_2,TRUE,closed,456,175801365,persona_8
385842741,2024-06-01T19:02:08Z,2024-06-01,pt-PT,vertical_5,FALSE,draft,386,null,persona_11
385865057,2024-06-01T19:40:18Z,2024-06-01,ar-sa,vertical_5,FALSE,draft,1289,null,persona_11
385912256,2024-06-01T21:13:32Z,2024-06-01,fr-fr,vertical_5,FALSE,draft,18,null,persona_11
385794438,2024-06-01T17:40:35Z,2024-06-01,en-us,vertical_5,FALSE,draft,407,null,persona_11
385433374,2024-06-01T03:02:58Z,2024-06-01,ru,vertical_4,FALSE,closed,158,null,persona_6
385860878,2024-06-01T19:33:14Z,2024-06-01,en,vertical_2,TRUE,closed,15,175941084,persona_8
385584182,2024-06-01T11:20:13Z,2024-06-01,en,vertical_4,TRUE,closed,54,1677604961,persona_6
385667188,2024-06-01T14:00:41Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,15,null,persona_11
385613998,2024-06-01T12:20:11Z,2024-06-01,en-US,vertical_5,FALSE,draft,271,null,persona_11
385413966,2024-06-01T01:07:55Z,2024-06-01,th-th,vertical_5,FALSE,draft,881,null,persona_11
385878002,2024-06-01T20:02:33Z,2024-06-01,pl,vertical_4,FALSE,closed,307,1611119581,persona_13
385881325,2024-06-01T20:08:44Z,2024-06-01,en-US,vertical_5,FALSE,draft,1,null,persona_11
385542924,2024-06-01T09:51:12Z,2024-06-01,en-US,vertical_5,FALSE,draft,307,null,persona_11
385509373,2024-06-01T08:24:53Z,2024-06-01,en-GB,vertical_5,FALSE,draft,null,null,persona_11
385458463,2024-06-01T05:26:39Z,2024-06-01,fr,vertical_5,FALSE,draft,18,null,persona_11
385678596,2024-06-01T14:21:19Z,2024-06-01,ro-RO,vertical_5,FALSE,draft,325,null,persona_11
385913864,2024-06-01T21:17:07Z,2024-06-01,en-US,vertical_5,FALSE,draft,15,null,persona_11
385685925,2024-06-01T14:34:37Z,2024-06-01,en-us,vertical_5,FALSE,draft,55,null,persona_11
385607961,2024-06-01T12:08:38Z,2024-06-01,ro,vertical_2,TRUE,closed,462,175845325,persona_12
385635998,2024-06-01T13:02:33Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,1370,null,persona_11
385550004,2024-06-01T10:07:46Z,2024-06-01,en,vertical_5,FALSE,draft,324,null,persona_11
385927162,2024-06-01T21:51:14Z,2024-06-01,pl,vertical_5,FALSE,draft,567,null,persona_11
385903810,2024-06-01T20:54:06Z,2024-06-01,en-US,vertical_5,FALSE,draft,3,null,persona_11
385586701,2024-06-01T11:25:32Z,2024-06-01,ka-ge,vertical_5,FALSE,draft,15,null,persona_11
