support_case_id,interaction_requested_event_id,request_created,response_created,interaction_option
385842919,2757264852,2024-06-01T19:06:34Z,2024-06-01T19:06:55Z,good
385621512,2755350507,2024-06-01T12:35:46Z,2024-06-01T12:35:50Z,bad
385442369,2757502182,2024-06-01T19:54:51Z,2024-06-01T19:55:00Z,good
385429396,2753893704,2024-06-01T05:14:54Z,2024-06-01T10:34:15Z,good
385785337,2756760915,2024-06-01T17:27:17Z,null,null
385768112,2756614683,2024-06-01T16:58:16Z,2024-06-01T16:59:08Z,bad
385607308,2755254844,2024-06-01T12:14:49Z,2024-06-01T12:20:30Z,bad
385438961,2754139658,2024-06-01T07:10:18Z,2024-06-01T07:12:30Z,bad
385542048,2754667634,2024-06-01T09:54:42Z,2024-06-01T09:54:50Z,good
385447059,2756259624,2024-06-01T15:48:40Z,2024-06-01T15:48:46Z,bad
385479023,2754127653,2024-06-01T07:05:53Z,2024-06-01T07:07:34Z,good
385548173,2754706096,2024-06-01T10:04:47Z,2024-06-01T10:05:02Z,bad
385408384,2753486028,2024-06-01T00:41:18Z,2024-06-01T00:41:49Z,bad
385744252,2756446344,2024-06-01T16:25:09Z,2024-06-01T16:25:18Z,bad
385926941,2757966509,2024-06-01T21:54:03Z,null,null
385910114,2757912520,2024-06-01T21:37:59Z,2024-06-01T21:38:03Z,good
385785337,2756760097,2024-06-01T17:27:07Z,2024-06-01T17:27:16Z,good
385406481,2753465568,2024-06-01T00:30:30Z,2024-06-01T00:31:08Z,good
385641104,2755544848,2024-06-01T13:18:12Z,2024-06-01T13:18:15Z,good
385704965,2756079960,2024-06-01T15:11:37Z,2024-06-01T15:11:54Z,good
385748339,2756644293,2024-06-01T17:04:10Z,2024-06-01T17:29:03Z,good
385795079,2756850342,2024-06-01T17:44:51Z,2024-06-01T17:45:04Z,good
385461155,2753939059,2024-06-01T05:39:46Z,2024-06-01T05:40:05Z,bad
385930863,2757991077,2024-06-01T22:01:35Z,2024-06-01T22:01:44Z,bad
385539481,2754645439,2024-06-01T09:48:31Z,2024-06-01T09:48:51Z,bad
385523760,2754482960,2024-06-01T09:04:23Z,2024-06-01T09:04:28Z,good
385584028,2756094098,2024-06-01T15:14:26Z,2024-06-01T19:31:29Z,bad
385703265,2756065894,2024-06-01T15:08:33Z,2024-06-01T15:13:03Z,good
385908857,2757819178,2024-06-01T21:10:35Z,2024-06-01T21:11:26Z,bad
385773603,2756658212,2024-06-01T17:06:58Z,2024-06-01T17:07:00Z,good
385718667,2756208065,2024-06-01T15:38:02Z,null,null
385570078,2754991772,2024-06-01T11:14:31Z,2024-06-01T11:14:34Z,good
385955130,2758222326,2024-06-01T23:22:49Z,2024-06-01T23:23:52Z,good
385756063,2756507054,2024-06-01T16:36:43Z,2024-06-01T16:36:49Z,bad
385688840,2756039351,2024-06-01T15:02:54Z,null,null
385842543,2757243650,2024-06-01T19:02:10Z,2024-06-01T19:02:14Z,bad
385410553,2753666796,2024-06-01T02:36:42Z,2024-06-01T02:37:21Z,bad
385426332,2753642189,2024-06-01T02:18:53Z,2024-06-01T02:18:56Z,good
385483963,2754204621,2024-06-01T07:34:41Z,2024-06-01T07:34:56Z,good
385801363,2756892105,2024-06-01T17:53:06Z,2024-06-01T17:53:18Z,no
385571579,2754929407,2024-06-01T11:00:09Z,2024-06-01T11:00:28Z,bad
385563939,2755834872,2024-06-01T14:20:03Z,null,null
385624774,2755376562,2024-06-01T12:41:33Z,null,null
385714817,2757094699,2024-06-01T18:33:00Z,2024-06-01T18:44:51Z,good
385559427,2754802644,2024-06-01T10:29:11Z,null,null
385879200,2757553211,2024-06-01T20:05:41Z,2024-06-01T20:06:58Z,good
385540798,2754638930,2024-06-01T09:46:39Z,null,null
385580438,2754986366,2024-06-01T11:13:22Z,2024-06-01T11:13:28Z,no
385618169,2755336073,2024-06-01T12:32:33Z,2024-06-01T12:32:38Z,good
385938669,2758133226,2024-06-01T22:49:52Z,null,null
385797506,2756857223,2024-06-01T17:46:11Z,2024-06-01T17:46:20Z,no
385874603,2757512017,2024-06-01T19:56:53Z,2024-06-01T19:57:04Z,bad
385926690,2757957587,2024-06-01T21:51:26Z,2024-06-01T21:51:39Z,good
385759139,2756533239,2024-06-01T16:41:57Z,null,null
385928445,2757970636,2024-06-01T21:55:13Z,2024-06-01T21:55:17Z,bad
385518589,2754441061,2024-06-01T08:51:24Z,2024-06-01T08:51:28Z,good
385862673,2757412906,2024-06-01T19:36:43Z,2024-06-01T19:36:51Z,bad
385684948,2755909370,2024-06-01T14:35:42Z,2024-06-01T14:37:24Z,good
385891800,2757665655,2024-06-01T20:31:08Z,2024-06-01T20:31:17Z,bad
385615445,2755393473,2024-06-01T12:45:13Z,2024-06-01T12:45:40Z,good
385576118,2754993198,2024-06-01T11:14:52Z,2024-06-01T11:44:55Z,good
385544022,2754667735,2024-06-01T09:54:43Z,2024-06-01T09:54:45Z,bad
385430572,2753681856,2024-06-01T02:47:59Z,2024-06-01T02:48:05Z,good
385434958,2753717595,2024-06-01T03:14:33Z,2024-06-01T03:15:26Z,bad
385684335,2755897093,2024-06-01T14:33:13Z,2024-06-01T14:34:44Z,bad
385713237,2756165701,2024-06-01T15:29:41Z,2024-06-01T15:30:13Z,good
385657191,2755748314,2024-06-01T14:02:00Z,2024-06-01T14:02:05Z,good
385540009,2754647674,2024-06-01T09:49:09Z,2024-06-01T09:55:02Z,good
385487399,2757172152,2024-06-01T18:48:09Z,2024-06-01T18:48:28Z,bad
385849805,2757304115,2024-06-01T19:14:28Z,null,null
385658304,2755787030,2024-06-01T14:10:00Z,null,null
385512389,2755878070,2024-06-01T14:29:08Z,2024-06-01T14:30:04Z,bad
385780136,2757566598,2024-06-01T20:08:36Z,2024-06-01T20:34:48Z,bad
385410553,2753672678,2024-06-01T02:41:10Z,null,null
385588266,2755208755,2024-06-01T12:04:33Z,2024-06-01T12:04:50Z,good
385952566,2758192248,2024-06-01T23:11:30Z,null,null
385423730,2753619013,2024-06-01T02:03:15Z,null,null
385958486,2758232736,2024-06-01T23:27:01Z,2024-06-01T23:27:15Z,good
385602443,2755185413,2024-06-01T11:59:13Z,2024-06-01T11:59:19Z,good
385951623,2758172305,2024-06-01T23:04:10Z,null,null
385821367,2757063680,2024-06-01T18:27:02Z,2024-06-01T18:27:18Z,bad
385423065,2753613539,2024-06-01T01:59:49Z,null,null
385819529,2757170823,2024-06-01T18:47:53Z,2024-06-01T18:48:13Z,bad
385645329,2755566189,2024-06-01T13:22:52Z,2024-06-01T13:22:57Z,good
385613192,2755286410,2024-06-01T12:21:47Z,null,null
385412694,2753524537,2024-06-01T01:03:04Z,2024-06-01T01:03:09Z,good
385928836,2758022692,2024-06-01T22:11:29Z,2024-06-01T22:11:32Z,good
385440130,2753759954,2024-06-01T03:46:32Z,2024-06-01T03:47:01Z,good
385874603,2757580983,2024-06-01T20:11:48Z,2024-06-01T20:12:40Z,bad
385440649,2753803506,2024-06-01T04:18:21Z,2024-06-01T08:41:03Z,bad
385762736,2756750814,2024-06-01T17:25:23Z,null,null
385883835,2757590919,2024-06-01T20:13:53Z,2024-06-01T20:14:11Z,bad
385703299,2756066593,2024-06-01T15:08:44Z,2024-06-01T15:08:47Z,good
385888201,2757642457,2024-06-01T20:25:36Z,null,null
385876558,2757531359,2024-06-01T20:01:02Z,2024-06-01T20:01:23Z,good
385440130,2753759834,2024-06-01T03:46:27Z,2024-06-01T03:46:32Z,good
385905346,2757773920,2024-06-01T20:58:04Z,2024-06-01T20:58:07Z,good
385531648,2754748208,2024-06-01T10:15:45Z,2024-06-01T10:18:24Z,bad
385806269,2756940158,2024-06-01T18:02:09Z,2024-06-01T18:02:14Z,good
385842530,2757624545,2024-06-01T20:21:31Z,null,null
385609062,2755271591,2024-06-01T12:18:34Z,null,null
385747271,2756441901,2024-06-01T16:24:19Z,2024-06-01T16:25:08Z,bad
385844618,2757260809,2024-06-01T19:05:46Z,2024-06-01T19:05:49Z,good
385753164,2757072710,2024-06-01T18:28:45Z,null,null
385675119,2755823578,2024-06-01T14:17:39Z,2024-06-01T14:17:52Z,bad
385401060,2753415565,2024-06-01T00:04:42Z,2024-06-01T00:04:47Z,no
385873114,2757498764,2024-06-01T19:54:11Z,null,null
385405241,2753454763,2024-06-01T00:24:44Z,2024-06-01T00:24:55Z,good
385754065,2756489593,2024-06-01T16:33:16Z,2024-06-01T16:34:09Z,bad
385746154,2756422612,2024-06-01T16:20:37Z,null,null
385535779,2754653278,2024-06-01T09:50:47Z,2024-06-01T09:58:03Z,good
385896349,2757697293,2024-06-01T20:38:50Z,null,null
385596354,2755327646,2024-06-01T12:30:42Z,2024-06-01T12:30:46Z,good
385699868,2756250595,2024-06-01T15:46:43Z,2024-06-01T15:46:46Z,good
385606255,2755221805,2024-06-01T12:07:28Z,2024-06-01T12:07:36Z,good
385675750,2755818613,2024-06-01T14:16:31Z,2024-06-01T14:16:34Z,good
385534115,2754633756,2024-06-01T09:45:11Z,2024-06-01T09:46:34Z,bad
385935587,2758033410,2024-06-01T22:15:16Z,2024-06-01T22:15:30Z,yes
385447550,2753826822,2024-06-01T04:33:34Z,null,null
385721377,2756515538,2024-06-01T16:38:17Z,2024-06-01T16:39:09Z,bad
385765189,2757431891,2024-06-01T19:40:27Z,null,null
385650353,2755602612,2024-06-01T13:30:20Z,2024-06-01T13:30:30Z,bad
385421675,2753689769,2024-06-01T02:54:00Z,2024-06-01T03:26:24Z,good
385715306,2756160048,2024-06-01T15:28:26Z,2024-06-01T15:28:38Z,no
385732162,2756419837,2024-06-01T16:20:08Z,2024-06-01T16:20:21Z,good
385927625,2758042618,2024-06-01T22:18:25Z,2024-06-01T22:22:28Z,good
385656740,2755658376,2024-06-01T13:42:28Z,null,null
385442241,2753777877,2024-06-01T04:00:00Z,null,null
385690000,2755968865,2024-06-01T14:48:09Z,2024-06-01T14:49:02Z,good
385891048,2757678121,2024-06-01T20:34:05Z,2024-06-01T20:42:21Z,bad
385619910,2755479407,2024-06-01T13:04:09Z,2024-06-01T13:05:42Z,bad
385842543,2757284662,2024-06-01T19:10:34Z,2024-06-01T19:10:41Z,bad
385463335,2753957918,2024-06-01T05:49:39Z,null,null
385490672,2754210419,2024-06-01T07:36:42Z,2024-06-01T07:41:50Z,good
385692371,2756748865,2024-06-01T17:25:00Z,null,null
385683335,2755892871,2024-06-01T14:32:20Z,2024-06-01T14:34:08Z,bad
385962057,2758266064,2024-06-01T23:40:38Z,2024-06-01T23:40:54Z,yes
385667598,2755748407,2024-06-01T14:02:01Z,2024-06-01T14:02:09Z,good
385525624,2754512917,2024-06-01T09:11:20Z,2024-06-01T09:16:52Z,bad
385948365,2758147791,2024-06-01T22:55:28Z,2024-06-01T22:55:35Z,bad
385863072,2757417890,2024-06-01T19:37:46Z,2024-06-01T19:39:25Z,yes
385415685,2753549402,2024-06-01T01:17:15Z,2024-06-01T01:17:24Z,bad
385716298,2756167977,2024-06-01T15:30:09Z,2024-06-01T15:30:39Z,bad
385448599,2753866242,2024-06-01T04:58:09Z,2024-06-01T19:11:41Z,good
385714844,2756289219,2024-06-01T15:54:54Z,2024-06-01T16:39:10Z,good
385819892,2757109982,2024-06-01T18:35:53Z,2024-06-01T18:36:43Z,bad
385737512,2756392314,2024-06-01T16:15:03Z,2024-06-01T16:34:25Z,bad
385548196,2754702688,2024-06-01T10:03:55Z,2024-06-01T10:03:57Z,good
385417312,2753564324,2024-06-01T01:27:38Z,null,null
385852159,2757333935,2024-06-01T19:20:30Z,null,null
385618390,2755436107,2024-06-01T12:54:42Z,2024-06-01T13:26:05Z,good
385922813,2757947594,2024-06-01T21:48:23Z,2024-06-01T21:50:06Z,bad
385406624,2753467096,2024-06-01T00:31:20Z,2024-06-01T00:31:25Z,yes
385711468,2756134843,2024-06-01T15:23:12Z,2024-06-01T15:27:25Z,good
385875852,2757600670,2024-06-01T20:16:01Z,null,null
385750263,2756458244,2024-06-01T16:27:22Z,2024-06-01T16:27:36Z,bad
385442372,2753778695,2024-06-01T04:00:33Z,2024-06-01T04:02:17Z,yes
385780136,2757004069,2024-06-01T18:15:07Z,2024-06-01T18:26:44Z,bad
385797025,2756855516,2024-06-01T17:45:51Z,2024-06-01T17:45:56Z,yes
385878040,2757541399,2024-06-01T20:03:07Z,null,null
385511828,2754423188,2024-06-01T08:45:45Z,2024-06-01T08:53:39Z,good
385760839,2756676274,2024-06-01T17:10:39Z,null,null
385907498,2757915695,2024-06-01T21:38:52Z,null,null
385597745,2755310821,2024-06-01T12:27:07Z,2024-06-01T12:27:32Z,good
385554727,2754763758,2024-06-01T10:19:50Z,null,null
385954897,2758246879,2024-06-01T23:33:00Z,null,null
385913447,2757843599,2024-06-01T21:17:14Z,2024-06-01T21:17:22Z,good
385712086,2756267675,2024-06-01T15:50:19Z,2024-06-01T15:50:31Z,bad
385448452,2753831888,2024-06-01T04:36:29Z,2024-06-01T04:36:47Z,good
385608926,2755827337,2024-06-01T14:18:30Z,2024-06-01T14:25:36Z,bad
385780610,2756715296,2024-06-01T17:18:26Z,null,null
385860877,2757428128,2024-06-01T19:39:45Z,2024-06-01T19:41:42Z,bad
385842530,2757430081,2024-06-01T19:40:07Z,2024-06-01T20:21:31Z,good
385773603,2756657896,2024-06-01T17:06:54Z,2024-06-01T17:06:58Z,good
385814674,2757100749,2024-06-01T18:34:05Z,2024-06-01T18:34:21Z,bad
385937632,2758054306,2024-06-01T22:22:26Z,2024-06-01T22:22:43Z,bad
385776319,2756749868,2024-06-01T17:25:13Z,2024-06-01T19:19:44Z,good
385454049,2753895519,2024-06-01T05:15:58Z,2024-06-01T05:16:23Z,good
385802573,2756902134,2024-06-01T17:54:53Z,2024-06-01T17:55:10Z,bad
385959602,2758244718,2024-06-01T23:32:05Z,2024-06-01T23:32:17Z,good
385508500,2754353899,2024-06-01T08:24:03Z,null,null
385612589,2755269440,2024-06-01T12:18:01Z,2024-06-01T12:18:50Z,bad
385504861,2754318427,2024-06-01T08:12:51Z,2024-06-01T08:39:30Z,good
385714628,2756252760,2024-06-01T15:47:11Z,null,null
385443980,2753793458,2024-06-01T04:11:04Z,2024-06-01T04:11:08Z,bad
385956615,2758216674,2024-06-01T23:20:36Z,2024-06-01T23:20:51Z,good
385889637,2757744445,2024-06-01T20:50:31Z,2024-06-01T20:50:42Z,bad
385453549,2753874525,2024-06-01T05:03:30Z,null,null
385813610,2757185760,2024-06-01T18:50:53Z,2024-06-01T18:51:39Z,good
385600782,2755244958,2024-06-01T12:12:39Z,null,null
385470889,2757049386,2024-06-01T18:24:04Z,2024-06-01T18:24:08Z,good
385597364,2755251507,2024-06-01T12:14:05Z,2024-06-01T12:39:31Z,good
385661722,2756548952,2024-06-01T16:45:01Z,null,null
385889314,2757642146,2024-06-01T20:25:32Z,2024-06-01T20:25:53Z,bad
385543799,2754670518,2024-06-01T09:55:31Z,null,null
385815444,2757015691,2024-06-01T18:17:21Z,2024-06-01T18:17:24Z,good
385809108,2756956656,2024-06-01T18:05:41Z,2024-06-01T18:06:05Z,bad
385651077,2755614509,2024-06-01T13:32:53Z,2024-06-01T13:34:04Z,bad
385765189,2757397644,2024-06-01T19:33:30Z,2024-06-01T19:36:09Z,bad
385561339,2754894280,2024-06-01T10:51:40Z,null,null
385876415,2758119394,2024-06-01T22:44:38Z,null,null
385758065,2757883042,2024-06-01T21:28:46Z,2024-06-01T21:42:03Z,good
385823534,2757083145,2024-06-01T18:30:45Z,2024-06-01T18:30:48Z,good
385757538,2756519737,2024-06-01T16:39:06Z,2024-06-01T16:39:09Z,good
385818462,2757039374,2024-06-01T18:21:59Z,2024-06-01T18:22:15Z,no
385668988,2755759570,2024-06-01T14:04:25Z,2024-06-01T14:04:28Z,good
385607961,2755350272,2024-06-01T12:35:43Z,null,null
385496718,2754249075,2024-06-01T07:49:37Z,null,null
385677603,2755881199,2024-06-01T14:29:48Z,null,null
385428866,2754024294,2024-06-01T06:21:06Z,2024-06-01T13:28:21Z,good
385471639,2754032417,2024-06-01T06:24:45Z,2024-06-01T06:25:03Z,no
385825119,2757578092,2024-06-01T20:11:08Z,null,null
385536139,2754627177,2024-06-01T09:43:20Z,2024-06-01T09:43:28Z,bad
385871586,2757488596,2024-06-01T19:52:01Z,2024-06-01T19:52:10Z,bad
385937020,2758043930,2024-06-01T22:18:51Z,2024-06-01T22:18:54Z,good
385402379,2754414161,2024-06-01T08:42:54Z,2024-06-01T08:43:49Z,good
385825676,2757116057,2024-06-01T18:37:08Z,2024-06-01T18:37:25Z,good
385447092,2753823226,2024-06-01T04:31:14Z,null,null
385500327,2754279438,2024-06-01T07:59:43Z,2024-06-01T07:59:57Z,good
385623115,2755361349,2024-06-01T12:38:06Z,2024-06-01T12:38:22Z,bad
385877045,2757537216,2024-06-01T20:02:13Z,2024-06-01T20:02:16Z,bad
385691788,2755956947,2024-06-01T14:45:40Z,2024-06-01T14:45:43Z,good
385768337,2756614447,2024-06-01T16:58:13Z,null,null
385963570,2758292733,2024-06-01T23:51:59Z,2024-06-01T23:52:38Z,no
385670033,2755766698,2024-06-01T14:05:55Z,null,null
385610189,2755253699,2024-06-01T12:14:35Z,null,null
385772089,2756657059,2024-06-01T17:06:45Z,2024-06-01T17:06:48Z,good
385579719,2754979012,2024-06-01T11:11:42Z,2024-06-01T11:11:50Z,good
385693678,2755976623,2024-06-01T14:49:45Z,2024-06-01T14:49:50Z,bad
385907984,2757798110,2024-06-01T21:04:30Z,2024-06-01T21:04:41Z,good
385470786,2754021960,2024-06-01T06:20:04Z,2024-06-01T06:20:07Z,good
385658660,2755672246,2024-06-01T13:45:26Z,null,null
385663142,2756008640,2024-06-01T14:56:28Z,null,null
385849233,2757298567,2024-06-01T19:13:23Z,2024-06-01T19:13:32Z,bad
385762042,2756849778,2024-06-01T17:44:45Z,2024-06-01T17:52:35Z,bad
385921681,2757911059,2024-06-01T21:37:34Z,2024-06-01T21:37:37Z,good
385941142,2758089302,2024-06-01T22:33:59Z,2024-06-01T22:34:09Z,good
385928836,2757985633,2024-06-01T21:59:49Z,2024-06-01T22:11:29Z,good
385819892,2757289092,2024-06-01T19:11:29Z,null,null
385693932,2755979690,2024-06-01T14:50:25Z,2024-06-01T14:50:39Z,good
385957326,2758223170,2024-06-01T23:23:09Z,2024-06-01T23:23:15Z,no
385531648,2754733750,2024-06-01T10:12:07Z,2024-06-01T10:12:39Z,bad
385444840,2753799474,2024-06-01T04:15:35Z,2024-06-01T04:15:39Z,no
385629898,2755422989,2024-06-01T12:51:49Z,2024-06-01T12:57:21Z,bad
385966412,2758304144,2024-06-01T23:56:49Z,null,null
385419429,2753580882,2024-06-01T01:38:28Z,2024-06-01T01:38:35Z,no
385799406,2756876604,2024-06-01T17:49:59Z,2024-06-01T17:50:14Z,bad
385890287,2757653704,2024-06-01T20:28:21Z,null,null
385940614,2758076852,2024-06-01T22:29:47Z,2024-06-01T22:30:02Z,good
385496677,2754250051,2024-06-01T07:49:58Z,null,null
385890309,2757645883,2024-06-01T20:26:28Z,2024-06-01T20:27:48Z,no
385579296,2754977145,2024-06-01T11:11:18Z,2024-06-01T11:12:10Z,bad
385725375,2756243336,2024-06-01T15:45:14Z,2024-06-01T15:45:29Z,good
385857017,2757403753,2024-06-01T19:34:47Z,null,null
385599883,2755161844,2024-06-01T11:53:41Z,null,null
385421675,2753601951,2024-06-01T01:52:06Z,2024-06-01T01:53:49Z,no
385894407,2757687456,2024-06-01T20:36:21Z,2024-06-01T21:01:35Z,bad
385797025,2756856082,2024-06-01T17:45:57Z,2024-06-01T17:46:03Z,good
385807737,2757009415,2024-06-01T18:16:09Z,2024-06-01T18:16:12Z,good
385632660,2755465029,2024-06-01T13:01:13Z,2024-06-01T13:07:21Z,good
385409196,2753502979,2024-06-01T00:50:47Z,null,null
385754336,2756605638,2024-06-01T16:56:33Z,2024-06-01T17:00:35Z,bad
385470686,2754099595,2024-06-01T06:54:23Z,null,null
385446398,2753818578,2024-06-01T04:28:15Z,2024-06-01T04:33:33Z,bad
385464323,2753966564,2024-06-01T05:54:16Z,2024-06-01T05:54:20Z,good
385582329,2755034686,2024-06-01T11:24:28Z,null,null
385710306,2756280823,2024-06-01T15:53:09Z,2024-06-01T15:54:20Z,good
385578280,2754985250,2024-06-01T11:13:07Z,2024-06-01T11:29:47Z,bad
385760839,2756577917,2024-06-01T16:50:59Z,2024-06-01T16:52:34Z,bad
385553643,2754754524,2024-06-01T10:17:21Z,2024-06-01T10:18:00Z,bad
385421387,2753598338,2024-06-01T01:49:44Z,2024-06-01T01:49:50Z,bad
385448640,2753833247,2024-06-01T04:37:16Z,2024-06-01T04:37:19Z,good
385914112,2757848866,2024-06-01T21:18:52Z,2024-06-01T21:19:06Z,good
385608926,2755236727,2024-06-01T12:10:51Z,2024-06-01T12:11:04Z,no
385884851,2757601989,2024-06-01T20:16:17Z,2024-06-01T20:16:27Z,good
385557241,2755125379,2024-06-01T11:45:32Z,2024-06-01T11:45:39Z,good
385654440,2755636619,2024-06-01T13:37:43Z,null,null
385737512,2756346662,2024-06-01T16:05:53Z,2024-06-01T16:06:36Z,no
385401717,2755815310,2024-06-01T14:15:52Z,2024-06-01T18:04:08Z,good
385813765,2757000507,2024-06-01T18:14:22Z,2024-06-01T18:14:53Z,yes
385540560,2754692351,2024-06-01T10:01:08Z,null,null
385431485,2755050278,2024-06-01T11:28:03Z,2024-06-01T15:46:33Z,bad
385576118,2755122967,2024-06-01T11:44:55Z,2024-06-01T11:44:58Z,good
385839772,2757350720,2024-06-01T19:23:55Z,2024-06-01T19:24:17Z,bad
385435598,2753721440,2024-06-01T03:17:35Z,null,null
385464004,2753973121,2024-06-01T05:57:44Z,2024-06-01T05:59:27Z,good
385611376,2755264773,2024-06-01T12:17:00Z,2024-06-01T12:17:15Z,bad
385406624,2753467269,2024-06-01T00:31:26Z,null,null
385580438,2755813088,2024-06-01T14:15:26Z,null,null
385585280,2755073949,2024-06-01T11:33:37Z,2024-06-01T11:33:50Z,bad
385891928,2757793948,2024-06-01T21:03:24Z,2024-06-01T21:04:25Z,bad
385913430,2757843736,2024-06-01T21:17:16Z,2024-06-01T21:17:20Z,good
385626704,2755426371,2024-06-01T12:52:32Z,null,null
385524277,2754487479,2024-06-01T09:05:37Z,2024-06-01T09:05:42Z,no
385854587,2757419042,2024-06-01T19:38:00Z,2024-06-01T19:39:43Z,good
385895788,2757912246,2024-06-01T21:37:54Z,2024-06-01T21:37:56Z,good
385440649,2754438401,2024-06-01T08:50:28Z,2024-06-01T08:50:47Z,bad
385550194,2754726652,2024-06-01T10:10:13Z,2024-06-01T10:20:17Z,bad
385461070,2753937845,2024-06-01T05:39:09Z,2024-06-01T05:39:36Z,yes
385825676,2757111600,2024-06-01T18:36:11Z,2024-06-01T18:36:27Z,bad
385903318,2757761262,2024-06-01T20:54:38Z,2024-06-01T20:58:30Z,bad
385453040,2753881881,2024-06-01T05:07:49Z,2024-06-01T05:07:59Z,good
385703265,2756087118,2024-06-01T15:13:03Z,2024-06-01T15:13:28Z,good
385812462,2756992214,2024-06-01T18:12:46Z,2024-06-01T18:13:00Z,good
385709412,2756106728,2024-06-01T15:17:11Z,2024-06-01T15:17:16Z,bad
385622302,2755394646,2024-06-01T12:45:26Z,null,null
385603536,2755229013,2024-06-01T12:09:08Z,null,null
385942265,2758097616,2024-06-01T22:36:54Z,2024-06-01T22:37:15Z,good
385801000,2757069813,2024-06-01T18:28:12Z,2024-06-01T18:28:14Z,good
385821367,2757076645,2024-06-01T18:29:27Z,2024-06-01T18:29:38Z,bad
385934140,2758019005,2024-06-01T22:10:20Z,null,null
385843056,2757257265,2024-06-01T19:05:05Z,null,null
385448599,2757290111,2024-06-01T19:11:42Z,null,null
385515691,2755277287,2024-06-01T12:19:53Z,2024-06-01T12:20:14Z,good
385559489,2755801288,2024-06-01T14:13:02Z,null,null
385877201,2757919108,2024-06-01T21:39:51Z,2024-06-01T21:41:35Z,good
385744252,2756464005,2024-06-01T16:28:30Z,2024-06-01T16:28:38Z,bad
385774159,2756661753,2024-06-01T17:07:37Z,null,null
385651751,2755614090,2024-06-01T13:32:47Z,2024-06-01T13:32:55Z,good
385585707,2755105336,2024-06-01T11:40:52Z,2024-06-01T11:40:57Z,good
385552526,2755004694,2024-06-01T11:17:21Z,null,null
385443433,2753788261,2024-06-01T04:07:04Z,2024-06-01T04:07:36Z,good
385576115,2754948265,2024-06-01T11:04:35Z,2024-06-01T11:04:44Z,bad
385597745,2755312712,2024-06-01T12:27:33Z,2024-06-01T12:27:38Z,good
385555065,2754780711,2024-06-01T10:24:04Z,null,null
385773381,2757138577,2024-06-01T18:41:27Z,2024-06-01T18:41:29Z,good
385542538,2754655313,2024-06-01T09:51:20Z,2024-06-01T09:51:30Z,bad
385539481,2754781335,2024-06-01T10:24:14Z,2024-06-01T10:33:59Z,bad
385832040,2757155967,2024-06-01T18:44:58Z,null,null
385611376,2755274381,2024-06-01T12:19:16Z,2024-06-01T12:19:28Z,bad
385632660,2755495267,2024-06-01T13:07:21Z,2024-06-01T13:10:38Z,good
385400889,2753417734,2024-06-01T00:05:47Z,null,null
385563123,2756993745,2024-06-01T18:13:04Z,2024-06-01T18:25:04Z,bad
385754529,2756491839,2024-06-01T16:33:42Z,null,null
385649801,2755606717,2024-06-01T13:31:14Z,2024-06-01T13:31:18Z,good
385568712,2754900937,2024-06-01T10:53:11Z,2024-06-01T10:53:13Z,good
385710107,2756121827,2024-06-01T15:20:23Z,null,null
385453040,2753877498,2024-06-01T05:05:13Z,2024-06-01T05:06:28Z,bad
385644440,2755685038,2024-06-01T13:48:12Z,null,null
385812462,2756993476,2024-06-01T18:13:01Z,2024-06-01T18:13:17Z,bad
385444528,2753811420,2024-06-01T04:23:25Z,2024-06-01T04:23:41Z,good
385769515,2756982382,2024-06-01T18:10:41Z,null,null
385427397,2753655936,2024-06-01T02:28:28Z,2024-06-01T02:28:31Z,bad
385931559,2758002736,2024-06-01T22:05:19Z,2024-06-01T23:07:14Z,good
385610099,2755246629,2024-06-01T12:12:59Z,2024-06-01T12:13:01Z,good
385713237,2756152095,2024-06-01T15:26:47Z,2024-06-01T15:27:39Z,bad
385648933,2755602020,2024-06-01T13:30:13Z,null,null
385679816,2756897293,2024-06-01T17:54:06Z,null,null
385500883,2756123592,2024-06-01T15:20:45Z,2024-06-01T15:20:50Z,good
385408284,2753482448,2024-06-01T00:39:34Z,2024-06-01T00:39:37Z,good
385751490,2756544775,2024-06-01T16:44:13Z,null,null
385695036,2756013907,2024-06-01T14:57:35Z,2024-06-01T14:58:00Z,good
385524491,2754516298,2024-06-01T09:12:14Z,2024-06-01T09:17:30Z,bad
385668603,2755761778,2024-06-01T14:04:53Z,2024-06-01T14:04:57Z,good
385683940,2755892024,2024-06-01T14:32:09Z,2024-06-01T14:32:43Z,bad
385873857,2757507891,2024-06-01T19:56:01Z,2024-06-01T19:56:05Z,good
385672482,2756005464,2024-06-01T14:55:52Z,2024-06-01T14:57:05Z,bad
385757941,2756629820,2024-06-01T17:01:13Z,null,null
385410553,2753671954,2024-06-01T02:40:36Z,2024-06-01T02:41:09Z,good
385697609,2756006538,2024-06-01T14:56:04Z,2024-06-01T14:56:05Z,bad
385642965,2755543577,2024-06-01T13:17:56Z,2024-06-01T13:18:08Z,bad
385919963,2757906217,2024-06-01T21:36:02Z,2024-06-01T21:36:12Z,good
385493038,2754255617,2024-06-01T07:51:51Z,2024-06-01T07:52:13Z,bad
385918280,2757883262,2024-06-01T21:28:51Z,2024-06-01T21:28:57Z,bad
385726197,2757825843,2024-06-01T21:12:28Z,null,null
385579296,2754984821,2024-06-01T11:13:01Z,null,null
385490046,2754203124,2024-06-01T07:34:10Z,2024-06-01T07:36:03Z,bad
385477872,2754095476,2024-06-01T06:52:37Z,null,null
